candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	selected_definition_identity	call_argument_count	declaration_argument_counts	definition_argument_count	shape_basis	caller_condition_context	definition_condition_context	next_disposition
"MVDM-FIRST-REBASELINED-006454"	"mapEmulatedIOPorts"	"softpc.new/base/video/vga_prts.c"	"16305a48051b980b4c9f8aba15dda7bd6801964bb02897b8c2290a1eff04fbbc"	"3260"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"ifndef:REAL_VGA	/* ega port handling moved to host for REAL_VGA */ > ifdef:VGG > ifdef:GISP_SVGA"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006472"	"vd_scroll_up"	"softpc.new/base/video/video.c"	"664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31"	"757"	"dump_scroll"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|163"	"11"	"unresolved"	"11"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006473"	"vd_scroll_down"	"softpc.new/base/video/video.c"	"664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31"	"1110"	"dump_scroll"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|163"	"11"	"unresolved"	"11"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006478"	"vd_write_teletype"	"softpc.new/base/video/video.c"	"664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31"	"1985"	"host_ring_bell"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sound.c|19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6|81"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006480"	"vd_write_teletype"	"softpc.new/base/video/video.c"	"664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31"	"2226"	"dump_scroll"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|163"	"11"	"unresolved"	"11"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006482"	"herc_video_init"	"softpc.new/base/video/video.c"	"664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31"	"2735"	"host_memset"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|307"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:HERC"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006562"	"config_inquire"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"606"	"host_using_fdisk"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|100"	"1"	"1;1"	"1"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006565"	"config_inquire"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"615"	"host_fdisk_valid"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|106"	"4"	"unresolved"	"4"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006566"	"config_inquire"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"616"	"host_fdisk_change"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|121"	"2"	"2;2"	"2"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006567"	"config_inquire"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"617"	"host_fdisk_active"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|127"	"3"	"unresolved"	"3"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006642"	"nt_cga_colour_hi_graph_big"	"softpc.new/host/src/nt_cga.c"	"ef84222253b20092ab43505ea3232b3c1174833166ebb4880cb378880a967cc7"	"878"	"high_stretch3"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_graph.c|e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9|1401"	"1"	"2;2"	"2"	"unresolved"	"ifdef:BIGWIN"	"ifdef:BIGWIN"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006647"	"nt_cga_colour_hi_graph_huge"	"softpc.new/host/src/nt_cga.c"	"ef84222253b20092ab43505ea3232b3c1174833166ebb4880cb378880a967cc7"	"948"	"high_stretch4"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_graph.c|e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9|1422"	"2"	"2;2"	"2"	"reachable original declaration and definition"	"ifdef:BIGWIN"	"ifdef:BIGWIN"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-007370"	"HostTerminatePDB"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"1413"	"FloppyTerminatePDB"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|862"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-007371"	"HostTerminatePDB"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"1414"	"FdiskTerminatePDB"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|594"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-007465"	"host_read_resource"	"softpc.new/host/src/nt_rez.c"	"12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc"	"67"	"host_find_file"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|370"	"3"	"0;0"	"3"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-007468"	"host_read_resource"	"softpc.new/host/src/nt_rez.c"	"12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc"	"76"	"host_find_file"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|370"	"3"	"0;0"	"3"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-007520"	"host_timer_event"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"435"	"host_flpy_heart_beat"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|509"	"0"	"0;0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008471"	"DumpTask"	"vdmexts/wow.c"	"385755e94188901161a9e22d63790210f25af014e0a06878655c86f0af856ec4"	"243"	"DumpTaskInfo"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/wow.c|385755e94188901161a9e22d63790210f25af014e0a06878655c86f0af856ec4|152"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008472"	"DumpTask"	"vdmexts/wow.c"	"385755e94188901161a9e22d63790210f25af014e0a06878655c86f0af856ec4"	"248"	"DumpTaskInfo"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/wow.c|385755e94188901161a9e22d63790210f25af014e0a06878655c86f0af856ec4|152"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008684"	"VrDlc5cHandler"	"vdmredir/vrdlc5c.c"	"850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf"	"710"	"MapDosCommandsToNt"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"3"	"unresolved"	"3"	"same-translation-unit original definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008711"	"VrDlcInit"	"vdmredir/vrdlc5c.c"	"850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf"	"3479"	"InitializeEventHandler"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|2996"	"1"	"0"	"0"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-008780"	"VrDlcHwInterrupt"	"vdmredir/vrdlcpst.c"	"ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01"	"819"	"ProcessReceiveFrame"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"4"	"unresolved"	"4"	"same-translation-unit original definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008891"	"VrTerminateDosProcess"	"vdmredir/vrmisc.c"	"1af57aba3be6a1425eb18187a73c579f56619a2593bce3b2c20be8cf67216b6d"	"79"	"VrTerminateMailslots"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|842"	"1"	"1;1"	"1"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008965"	"VrNetRemoteApi"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1121"	"VrRemoteApi"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"6"	"6;6;6"	"6"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-008998"	"VrNetUseAdd"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1777"	"VrpPackSendBuffer"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"10"	"10;10;10"	"10"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009474"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"190"	"CreatePile"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"3"	"3"	"3"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009475"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"196"	"CreatePile"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"3"	"3"	"3"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009476"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"201"	"FarAllocMem"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"2"	"2"	"2"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009477"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"207"	"DmgCreateHeap"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|337"	"1"	"1"	"1"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009478"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"220"	"CreatePile"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"3"	"3"	"3"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009479"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"221"	"CreatePile"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"3"	"3"	"3"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009480"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"224"	"CreateLst"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"2"	"2"	"2"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009482"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"237"	"CreateLst"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"2"	"2"	"2"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009483"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"238"	"FarAllocMem"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"2"	"2"	"2"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009504"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"492"	"DmgDestroyWindow"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"1"	"1"	"1"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-009507"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"498"	"UnlinkAppInfo"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|58"	"1"	"1"	"1"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
